Id,DistrictId,Rooms,Square,LifeSquare,KitchenSquare,Floor,HouseFloor,HouseYear,Ecology_1,Ecology_2,Ecology_3,Social_1,Social_2,Social_3,Healthcare_1,Helthcare_2,Shops_1,Shops_2
4805,53,3.0,77.01454112011555,48.911926373853206,10.0,13,23.0,1988,0.049637257,B,B,34,7759,0,229.0,1,3,B
4353,1,2.0,56.20998399459898,35.35612880818179,1.0,3,17.0,1977,0.007122317,B,B,1,264,0,1213.0677966101696,0,1,B
5816,8,2.0,46.1134724644221,33.406669594678405,5.0,6,5.0,1971,0.43788524,B,B,23,5735,3,1084.0,0,5,B
510,30,3.0,83.03430064113046,82.61283614933097,1.0,17,17.0,2016,7.81528e-05,B,B,22,6398,141,1046.0,3,23,B
13883,119,2.0,49.22084185872414,29.03018246931984,6.0,5,5.0,1961,0.000995363,B,B,42,7651,1,1213.0677966101696,1,5,B
5553,22,3.0,80.68829375466234,35.35612880818179,1.0,7,1.0,1977,0.118537385,B,B,30,6207,1,1183.0,1,0,B
13844,19,1.0,42.31373979541415,23.4541619083005,10.0,10,16.0,1978,0.309479124,B,B,35,7715,4,990.0,0,6,B
8990,27,3.0,58.848188192175634,40.41200607153679,6.0,11,9.0,1988,0.211401214,B,B,9,1892,0,1213.0677966101696,0,1,B
3450,93,1.0,38.64810812484739,20.62427243010402,8.0,4,14.0,1986,0.521867054,B,B,25,6149,0,1213.0677966101696,0,0,B
1261,45,2.0,40.50241481369879,24.3079804082572,5.0,1,12.0,1965,0.014423114,B,B,19,3806,4,1213.0677966101696,0,3,B
16087,112,1.0,41.71971466497575,17.787884344924354,8.0,19,18.0,2008,0.069660344,B,B,31,6119,4,1213.0677966101696,1,2,B
1957,6,2.0,66.92272143287646,5.230383072597477,1.0,4,17.0,2019,0.243204519,B,B,5,1564,0,540.0,0,0,B
2872,10,1.0,41.242613584250414,23.845088851381277,8.0,6,17.0,1988,0.089039719,B,B,33,7976,5,1213.0677966101696,0,11,B
10168,58,1.0,52.11562251563713,35.35612880818179,0.0,8,9.0,1977,0.43788524,B,B,23,5735,3,1084.0,0,5,B
7295,1,2.0,62.76890540941108,61.244800401711295,0.0,10,22.0,1977,0.007122317,B,B,1,264,0,1213.0677966101696,0,1,B
4207,1,3.0,65.9095849051531,37.7101473131709,8.0,16,14.0,1990,0.025609157,B,B,33,5261,0,240.0,3,1,B
9457,88,1.0,35.53218603160393,22.380693711000266,6.0,5,9.0,1977,0.127375905,B,B,43,8429,3,1213.0677966101696,3,9,B
12700,102,2.0,50.0974701676359,31.02497718754775,8.0,15,14.0,1975,0.23861713,B,B,26,3889,6,705.0,3,6,B
11965,67,2.0,46.76858227283441,33.24520439374607,5.0,9,9.0,1980,0.100455735,B,B,43,7227,0,1213.0677966101696,1,6,A
11716,44,1.0,38.68680813074875,21.37648572190394,7.0,4,14.0,2005,0.232205084,B,B,24,4860,1,80.0,0,3,B
13621,3,2.0,41.23555102490317,22.60174922595389,6.0,4,14.0,1975,0.050900058,B,B,43,10621,1,30.0,2,3,B
15889,27,2.0,64.4470289147189,35.35612880818179,1.0,9,1.0,1977,0.072157581,B,B,2,629,1,1213.0677966101696,0,0,A
7256,142,1.0,36.72982598419701,20.61223897851105,9.0,7,12.0,1973,0.051942062,B,B,17,4017,7,800.0,2,0,B
4023,35,3.0,65.52593609057224,44.37310620565854,6.0,9,12.0,1972,0.089039719,B,B,33,7976,5,1213.0677966101696,0,11,B
1805,94,3.0,76.75301077337636,47.12055747292247,10.0,13,16.0,1983,0.282797669,B,B,33,8667,2,1213.0677966101696,0,6,B
4036,99,1.0,33.84322257311361,18.317826840947497,6.0,3,9.0,1971,0.012338886,B,B,35,5776,1,2078.0,2,4,B
5018,27,2.0,65.81218754096736,33.852297606893195,11.0,5,18.0,2016,0.072157581,B,B,2,629,1,1213.0677966101696,0,0,A
2690,9,2.0,46.9060602839888,32.200356005356504,7.0,5,5.0,1979,0.161531741,B,B,25,5648,1,30.0,2,4,B
12522,27,1.0,44.8544491057594,42.761060843949046,0.0,14,22.0,1977,0.211401214,B,B,9,1892,0,1213.0677966101696,0,1,B
15529,53,2.0,58.18847872198303,35.282429448919814,10.0,10,24.0,2017,0.049637257,B,B,34,7759,0,229.0,1,3,B
13302,86,3.0,58.5296078680904,38.13873609796371,5.0,6,5.0,1962,0.161975568,B,A,31,7010,5,4508.0,3,7,B
914,1,2.0,64.13446724463208,65.60843683460689,1.0,16,17.0,1977,0.007122317,B,B,1,264,0,1213.0677966101696,0,1,B
1524,23,2.0,51.50615043164563,5.221950288965165,1.0,12,17.0,1977,0.034656082,B,B,0,168,0,1213.0677966101696,0,0,B
13502,75,1.0,39.5059260782714,21.97881527681596,9.0,11,12.0,1972,0.307466659,B,A,30,5048,9,325.0,2,5,B
14576,103,1.0,39.17277541783278,20.97075473402477,10.0,3,12.0,1966,0.014423114,B,B,19,3806,4,1213.0677966101696,0,3,B
12627,23,1.0,45.58213735200336,43.16361670969816,11.0,6,4.0,1977,0.014072961,B,B,2,475,0,1213.0677966101696,0,0,B
8260,67,4.0,63.40925306210194,48.612351485769366,5.0,7,9.0,1974,0.0077202819999999,B,B,38,4788,2,1213.0677966101696,0,4,B
5796,28,2.0,44.88250040976928,28.301890645567003,5.0,3,5.0,1963,0.000995363,B,B,42,7651,1,1213.0677966101696,1,5,B
1618,17,2.0,55.06549839260015,32.13048248328167,8.0,18,16.0,1977,0.0,B,B,18,3374,5,620.0,1,2,B
7640,6,3.0,83.59925843840603,46.442016816036165,9.0,17,17.0,2016,0.243204519,B,B,5,1564,0,540.0,0,0,B
16171,8,3.0,82.24911656359542,48.57580289354794,12.0,6,17.0,2007,0.092290642,B,B,21,4346,2,165.0,1,2,B
8441,90,2.0,49.23517791064016,32.86714121134105,5.0,5,5.0,1966,0.265088676,B,B,37,5288,0,1937.0,3,2,B
16740,6,1.0,40.32159518103983,35.35612880818179,0.0,15,17.0,1977,0.243204519,B,B,5,1564,0,540.0,0,0,B
8547,8,2.0,54.47204579445031,31.69381707316492,8.0,10,14.0,1990,0.458174486,B,A,26,4439,1,1130.0,1,5,B
9696,1,1.0,48.8352688217844,35.35612880818179,1.0,2,1.0,1977,0.007122317,B,B,1,264,0,1213.0677966101696,0,1,B
10339,1,3.0,78.03560084335301,35.35612880818179,1.0,14,17.0,1977,0.007122317,B,B,1,264,0,1213.0677966101696,0,1,B
5974,124,3.0,72.26502604053701,44.4778111597738,9.0,9,14.0,1988,0.122090347,B,B,29,6566,7,1894.0,4,0,B
13924,9,1.0,41.26247404924529,35.35612880818179,1.0,2,1.0,1977,0.161531741,B,B,25,5648,1,30.0,2,4,B
1467,103,3.0,78.90748783744003,51.960540727713536,9.0,1,17.0,2001,0.151346216,B,A,32,5889,10,830.0,4,1,B
12398,32,3.0,65.51255803370036,45.15210020116864,7.0,5,9.0,1970,0.135649789,B,B,46,7960,6,350.0,3,11,B
197,27,1.0,37.6541271074997,5.480478757001055,1.0,6,17.0,1977,0.011654127,B,B,4,915,0,1213.0677966101696,0,0,B
3873,101,2.0,47.18478629786811,32.75842121595721,5.0,5,5.0,1965,0.225824954,A,B,41,6558,7,1548.0,3,2,B
8487,155,2.0,47.39950263963206,30.76173231671193,6.0,2,9.0,1970,0.042307271,B,B,17,2810,9,4849.0,3,6,B
6136,55,2.0,48.96362106922259,28.09056304790889,5.0,6,9.0,1974,0.012338886,B,B,35,5776,1,2078.0,2,4,B
13752,34,2.0,55.56831642669624,34.491232242426875,9.0,12,17.0,1997,0.069753361,B,B,53,13670,4,1213.0677966101696,1,11,B
15418,28,2.0,43.566384712621065,27.64058336578693,5.0,2,5.0,1966,0.118537385,B,B,30,6207,1,1183.0,1,0,B
8306,179,2.0,45.597507428135344,32.130045100932804,5.0,6,5.0,1967,0.037316452,B,B,32,6748,93,562.0,4,10,B
14114,138,2.0,49.20656626332695,32.83257397662646,6.0,5,9.0,1976,0.1363303,B,B,30,6141,10,262.0,3,6,B
8548,66,2.0,79.64307024287552,43.83295794204053,8.0,6,6.0,1959,0.111627393,B,B,50,12238,8,1970.0,2,3,B
12099,28,3.0,83.92758206044822,44.33556090596553,10.0,16,22.0,2007,0.118537385,B,B,30,6207,1,1183.0,1,0,B
10664,6,2.0,71.27996797259519,38.324806715095406,11.0,4,25.0,2015,0.243204519,B,B,5,1564,0,540.0,0,0,B
3867,85,3.0,77.10883836636452,50.44428316562747,10.0,3,16.0,1980,0.037177818,B,B,52,11217,1,2300.0,1,7,B
16290,37,2.0,54.6464203536069,32.77192467127642,8.0,3,12.0,1981,0.127811589,B,B,28,7287,5,320.0,1,3,B
7607,1,3.0,78.42852373149417,35.35612880818179,10.0,13,17.0,2016,0.007122317,B,B,1,264,0,1213.0677966101696,0,1,B
11908,101,2.0,42.884858508302095,24.81938440195423,7.0,10,12.0,1966,0.225824954,A,B,41,6558,7,1548.0,3,2,B
13230,74,2.0,84.50913807618316,83.6865702757032,1.0,12,24.0,1977,0.075778755,B,B,6,1437,3,1213.0677966101696,0,2,B
5222,8,2.0,55.47519848118741,34.40189666042161,8.0,11,12.0,1987,0.43788524,B,B,23,5735,3,1084.0,0,5,B
6533,1,2.0,64.91958316061056,35.35612880818179,10.0,19,22.0,2019,0.007122317,B,B,1,264,0,1213.0677966101696,0,1,B
8999,62,3.0,106.97734154831063,2.760089738274329,1.0,12,12.0,2017,0.072157581,B,B,2,629,1,1213.0677966101696,0,0,A
2314,6,1.0,40.060486608886976,35.35612880818179,10.0,8,17.0,1977,0.243204519,B,B,5,1564,0,540.0,0,0,B
11371,30,1.0,37.86295552779981,35.35612880818179,1.0,8,17.0,1977,7.81528e-05,B,B,22,6398,141,1046.0,3,23,B
2322,84,1.0,34.57883772181403,18.139375892076853,6.0,3,5.0,1963,0.149666373,B,B,22,4789,2,4087.0,4,1,B
4535,138,1.0,38.739778474816106,21.274676732844373,7.0,11,17.0,2002,0.1363303,B,B,30,6141,10,262.0,3,6,B
10601,62,2.0,43.93073517715511,26.37791031278286,5.0,2,5.0,1967,0.386771659,B,B,5,1135,0,1213.0677966101696,0,0,A
16469,93,3.0,98.58559190211751,55.19383206546532,12.0,8,17.0,2009,0.041116354,B,B,53,14892,4,1213.0677966101696,1,4,B
4786,85,3.0,58.53713595376765,40.659348598237074,6.0,4,9.0,1978,0.037177818,B,B,52,11217,1,2300.0,1,7,B
3892,41,2.0,45.98948346494266,32.05267485780537,6.0,6,12.0,1969,0.175054867,B,B,36,10055,3,1213.0677966101696,1,0,B
5242,27,2.0,71.52025221956288,31.908843359924088,10.0,4,17.0,2018,0.011654127,B,B,4,915,0,1213.0677966101696,0,0,B
13411,20,2.0,40.30712697549981,26.25178722969453,5.0,6,8.0,1961,0.019508796,B,B,37,7687,11,176.0,5,5,B
2927,29,2.0,46.94254539936674,31.39202346236244,5.0,3,5.0,1969,0.069660344,B,B,31,6119,4,1213.0677966101696,1,2,B
3151,101,2.0,44.53157675512188,29.955691179008287,5.0,7,5.0,1970,0.225824954,A,B,41,6558,7,1548.0,3,2,B
11491,54,1.0,78.18187266850681,75.20390138938626,1.0,1,15.0,2017,0.006076152,B,B,30,5285,0,645.0,6,6,B
12041,27,1.0,45.10934585879581,38.51001691777524,11.0,13,0.0,1977,0.017647053,B,B,2,469,0,1213.0677966101696,0,0,B
11378,23,2.0,59.38049692971982,35.35612880818179,1.0,10,17.0,1977,0.075778755,B,B,6,1437,3,1213.0677966101696,0,2,B
8147,53,2.0,55.33550102523056,36.95894963034658,7.0,14,17.0,1975,0.313924552,B,B,22,4625,11,3855.0,2,10,B
14163,1,1.0,42.505318370522325,35.35612880818179,1.0,7,17.0,1977,0.007122317,B,B,1,264,0,1213.0677966101696,0,1,B
116,37,2.0,56.9591859353172,43.70876891925667,6.0,3,4.0,1959,0.178916796,B,B,18,3594,4,192.0,1,5,B
1529,52,1.0,40.35607174342222,35.35612880818179,1.0,14,17.0,1977,0.371148999,B,B,34,7065,1,750.0,2,5,B
5252,23,1.0,36.31437454222571,35.35612880818179,6.0,12,12.0,2015,0.034656082,B,B,0,168,0,1213.0677966101696,0,0,B
13030,6,2.0,62.17926864536744,35.35612880818179,1.0,2,17.0,1977,0.243204519,B,B,5,1564,0,540.0,0,0,B
12341,1,2.0,63.613717009714,35.35612880818179,1.0,19,1.0,1977,0.007122317,B,B,1,264,0,1213.0677966101696,0,1,B
2267,55,2.0,47.48660623034931,31.20809483714681,6.0,5,9.0,1975,0.012338886,B,B,35,5776,1,2078.0,2,4,B
6045,28,2.0,45.21785906144059,26.754449040347986,5.0,9,9.0,1970,0.118537385,B,B,30,6207,1,1183.0,1,0,B
16353,53,2.0,58.78278704187747,35.35612880818179,1.0,7,22.0,2016,0.049637257,B,B,34,7759,0,229.0,1,3,B
13218,93,3.0,137.33758325777274,35.35612880818179,1.0,1,3.0,1977,0.004949358,B,B,0,186,0,1213.0677966101696,0,0,B
16551,29,2.0,42.6950943039484,22.75673395068146,7.0,8,9.0,1968,0.069660344,B,B,31,6119,4,1213.0677966101696,1,2,B
16709,1,2.0,72.16094088824934,35.35612880818179,1.0,13,12.0,1977,0.007122317,B,B,1,264,0,1213.0677966101696,0,1,B
1166,58,3.0,80.57846259026503,49.12752549741328,10.0,8,14.0,2004,0.050755569,B,B,24,5469,1,145.0,0,1,B
5381,27,2.0,59.35827040732472,56.89613565475114,8.0,18,17.0,1977,0.011654127,B,B,4,915,0,1213.0677966101696,0,0,B
12426,6,2.0,67.8654535810047,34.92785592671797,12.0,9,17.0,1977,0.243204519,B,B,5,1564,0,540.0,0,0,B
16483,29,2.0,47.361757564200175,29.26732672323854,6.0,4,5.0,1960,0.040242764,B,B,25,3478,11,2729.0,3,1,B
8021,23,2.0,54.0741457667719,34.382571981695214,9.0,9,17.0,2011,0.075778755,B,B,6,1437,3,1213.0677966101696,0,2,B
11155,150,2.0,43.569924463619735,30.140515383990504,5.0,4,5.0,1965,0.08761909,B,B,8,1497,5,1213.0677966101696,1,0,B
7930,81,1.0,40.43689372741316,21.50679625676892,9.0,6,14.0,1973,0.006076152,B,B,30,5285,0,645.0,6,6,B
15692,27,2.0,63.83154155984054,62.857676050096046,1.0,11,17.0,1977,0.051815435,B,B,5,1227,0,1213.0677966101696,0,0,B
4658,15,3.0,83.36032578711438,46.88299668246036,12.0,7,12.0,2008,0.158249043,B,B,21,5731,0,1213.0677966101696,1,0,B
1755,52,1.0,39.09860343618078,35.35612880818179,10.0,7,20.0,2016,0.371148999,B,B,34,7065,1,750.0,2,5,B
11099,1,1.0,36.007752888595746,35.4243199437779,9.0,5,17.0,2010,0.025609157,B,B,33,5261,0,240.0,3,1,B
1210,156,2.0,61.26185113436299,35.55749544272813,12.0,12,17.0,2010,0.007658515,B,B,35,7077,56,2301.0,3,19,B
15960,17,3.0,67.73089105109847,47.37240755135529,8.0,8,8.0,1961,0.0,B,B,25,5027,4,46.0,1,1,B
11231,73,2.0,45.80427563610765,31.24890218305908,5.0,5,5.0,1966,0.042031587,B,B,37,6856,84,1940.0,2,5,B
459,115,2.0,49.22590275044492,28.227374643681745,5.0,7,14.0,1973,1.8e-09,B,B,16,3681,73,1815.0,2,5,B
7781,92,1.0,37.91472329839142,20.59454126952537,7.0,11,17.0,2014,0.460556389,B,B,20,4386,14,1213.0677966101696,1,5,B
1804,27,1.0,38.91677817121075,35.35612880818179,0.0,11,17.0,1977,0.011654127,B,B,4,915,0,1213.0677966101696,0,0,B
9415,74,1.0,47.65535875687625,35.35612880818179,1.0,3,1.0,1977,0.075778755,B,B,6,1437,3,1213.0677966101696,0,2,B
13967,1,2.0,53.12751757171616,54.254344437528935,1.0,8,17.0,1977,0.007122317,B,B,1,264,0,1213.0677966101696,0,1,B
8041,76,1.0,39.70596909266,19.4053337052889,9.0,8,12.0,1970,0.0,B,B,7,1660,39,1786.0,1,5,B
15999,9,3.0,81.54186376731067,51.69371309906209,7.0,3,12.0,1995,0.161531741,B,B,25,5648,1,30.0,2,4,B
15009,62,1.0,35.2650435064044,19.993805615751807,7.0,13,12.0,1974,0.002211665,B,B,39,7614,3,1213.0677966101696,1,5,A
4498,95,2.0,56.2490326650036,32.214625292245,10.0,14,16.0,1975,0.341071945,B,B,27,5664,48,2300.0,3,11,B
15030,58,1.0,49.843528350129965,35.35612880818179,1.0,4,9.0,1977,0.43788524,B,B,23,5735,3,1084.0,0,5,B
6858,52,3.0,85.34616905710234,35.35612880818179,0.0,12,17.0,1977,0.371148999,B,B,34,7065,1,750.0,2,5,B
16496,4,1.0,39.97674931976974,16.914867165125973,9.0,11,2.0,1972,0.327018035,B,B,12,2270,23,2500.0,1,0,B
14262,17,2.0,39.14532025482227,24.03727112295172,7.0,14,19.0,1970,0.0,B,B,18,3374,5,620.0,1,2,B
6563,99,1.0,33.77005603577961,19.04419400418856,6.0,10,9.0,1972,0.012338886,B,B,35,5776,1,2078.0,2,4,B
12751,1,1.0,40.97560560816847,43.48939357463949,8.0,14,14.0,1990,0.025609157,B,B,33,5261,0,240.0,3,1,B
8314,53,2.0,49.748026544464246,32.01304652042161,5.0,8,9.0,1968,0.313924552,B,B,22,4625,11,3855.0,2,10,B
15580,27,1.0,38.081584456984906,35.35612880818179,0.0,13,17.0,1977,0.011654127,B,B,4,915,0,1213.0677966101696,0,0,B
2509,30,2.0,66.0999677400509,35.35612880818179,1.0,14,17.0,1977,7.81528e-05,B,B,22,6398,141,1046.0,3,23,B
4273,184,4.0,80.99252783211014,53.19178821466553,7.0,4,4.0,1956,0.246623602,B,B,14,2940,45,1213.0677966101696,3,6,B
11071,55,2.0,54.54498573640749,34.52752787464356,9.0,13,17.0,1997,0.041365446,B,B,31,5569,0,1213.0677966101696,1,4,B
14567,85,3.0,81.70188328838806,35.35612880818179,1.0,4,1.0,1977,0.072157581,B,B,2,629,1,1213.0677966101696,0,0,A
4761,88,1.0,38.320988539255815,20.762735529415764,9.0,10,12.0,1973,0.127375905,B,B,43,8429,3,1213.0677966101696,3,9,B
8878,48,1.0,39.01916987589296,22.101717346683003,8.0,12,12.0,1982,0.041124634,B,B,46,9515,5,1213.0677966101696,1,10,B
2334,105,3.0,57.99859154562751,43.21438845235581,5.0,7,9.0,1970,0.040242764,B,B,25,3478,11,2729.0,3,1,B
12053,1,1.0,41.90034329188988,35.35612880818179,1.0,10,17.0,1977,0.007122317,B,B,1,264,0,1213.0677966101696,0,1,B
7017,52,3.0,80.50902249916281,48.64579238900214,10.0,16,17.0,2009,0.371148999,B,B,34,7065,1,750.0,2,5,B
13462,55,3.0,61.07003979974992,44.83078021432773,6.0,10,9.0,1972,0.012338886,B,B,35,5776,1,2078.0,2,4,B
10845,37,1.0,34.67332264444026,21.18440347447361,6.0,3,5.0,1967,0.178916796,B,B,18,3594,4,192.0,1,5,B
13196,23,3.0,70.41757284325949,35.35612880818179,1.0,4,1.0,1977,0.005767451,B,B,1,388,0,1213.0677966101696,0,0,B
16464,23,2.0,50.82543006739549,35.35612880818179,0.0,1,4.0,1977,0.034656082,B,B,0,168,0,1213.0677966101696,0,0,B
14230,129,1.0,43.07487292261407,18.41089462303355,10.0,4,24.0,2010,0.020741326,B,B,24,5613,5,1340.0,2,5,B
13784,3,2.0,65.49135985518095,33.939059048168346,11.0,15,16.0,2005,0.050900058,B,B,43,10621,1,30.0,2,3,B
343,1,2.0,66.26967505320266,35.35612880818179,1.0,11,17.0,1977,0.025609157,B,B,33,5261,0,240.0,3,1,B
2558,1,1.0,37.44635965807901,35.35612880818179,1.0,9,17.0,1977,0.007122317,B,B,1,264,0,1213.0677966101696,0,1,B
13771,27,2.0,57.79582814583778,35.35612880818179,1.0,9,15.0,2015,0.011654127,B,B,4,915,0,1213.0677966101696,0,0,B
15536,124,3.0,66.6230786819703,43.41045910470692,9.0,4,12.0,1974,0.16909109,B,B,19,3856,10,1213.0677966101696,2,5,B
14265,29,1.0,33.7344385379959,17.472584575794908,5.0,3,5.0,1968,0.069660344,B,B,31,6119,4,1213.0677966101696,1,2,B
11359,27,2.0,48.6670346648681,33.66285752679401,6.0,4,4.0,1963,0.211401214,B,B,9,1892,0,1213.0677966101696,0,1,B
1892,79,2.0,42.22621889606082,29.461627655341605,5.0,5,5.0,1967,0.307466659,B,A,30,5048,9,325.0,2,5,B
14601,103,3.0,73.60540239160504,43.8537532779942,10.0,2,17.0,2002,0.151346216,B,A,32,5889,10,830.0,4,1,B
4362,11,2.0,48.542098620548046,33.86204023435177,5.0,4,5.0,1963,0.225824954,A,B,41,6558,7,1548.0,3,2,B
15837,66,2.0,42.82308060371631,26.447974276130072,4.0,4,9.0,1973,0.111627393,B,B,50,12238,8,1970.0,2,3,B
15595,27,1.0,34.108911003617266,19.397172190579766,5.0,4,5.0,1976,0.07542368,B,B,11,3097,0,1213.0677966101696,0,0,B
8723,53,2.0,46.66081742626152,25.582383774828266,7.0,4,9.0,1984,0.049637257,B,B,34,7759,0,229.0,1,3,B
15260,118,1.0,36.13807008404357,20.5239780878322,6.0,3,5.0,1959,0.21843974,B,B,21,4472,6,1450.0,4,7,A
11462,25,1.0,31.139960321989133,35.35612880818179,1.0,23,24.0,1977,0.069753361,B,B,53,13670,4,1213.0677966101696,1,11,B
13060,25,2.0,51.14490565954394,48.97953973672529,1.0,18,25.0,2015,0.069753361,B,B,53,13670,4,1213.0677966101696,1,11,B
8066,71,2.0,57.07741919206358,31.63048746542902,8.0,12,12.0,1984,0.407276235,A,B,9,1768,0,370.0,0,0,A
13367,17,2.0,56.67304415277203,40.75332670087315,8.0,2,9.0,1957,0.0,B,B,25,5027,4,46.0,1,1,B
5702,138,3.0,68.28804894092107,45.47876744778205,7.0,9,16.0,1977,0.0,B,B,36,6714,2,2672.0,0,2,B
4527,63,2.0,48.76506918468134,35.61597404846713,8.0,14,12.0,1970,0.23861713,B,B,26,3889,6,705.0,3,6,B
11533,94,2.0,48.7134434737855,303.07109439453137,6.0,5,12.0,1974,0.521867054,B,B,25,6149,0,1213.0677966101696,0,0,B
6254,2,2.0,36.94694912065504,22.087825407678658,5.0,8,9.0,1981,0.0,B,B,33,7425,1,1213.0677966101696,2,5,B
10704,52,2.0,51.92149100340754,35.35612880818179,1.0,6,17.0,1977,0.371148999,B,B,34,7065,1,750.0,2,5,B
789,67,1.0,47.660240117006,35.35612880818179,1.0,12,22.0,1977,0.0077202819999999,B,B,38,4788,2,1213.0677966101696,0,4,B
7675,47,2.0,47.09561396179439,31.202991963747028,8.0,10,12.0,1970,0.298204575,B,B,16,4048,3,1213.0677966101696,1,3,B
4910,84,3.0,68.64459217986337,47.87009863323779,7.0,6,16.0,1980,0.149666373,B,B,22,4789,2,4087.0,4,1,B
12989,109,2.0,44.1385234951216,33.369995292723004,5.0,4,5.0,1964,0.1363303,B,B,30,6141,10,262.0,3,6,B
5547,156,1.0,41.68799420642208,20.1483368541395,7.0,6,14.0,2011,0.007658515,B,B,35,7077,56,2301.0,3,19,B
6247,1,1.0,42.25608207214832,35.35612880818179,1.0,18,17.0,1977,0.007122317,B,B,1,264,0,1213.0677966101696,0,1,B
7268,14,2.0,66.47972316303448,64.169820037615,10.0,14,17.0,2017,0.042031587,B,B,37,6856,84,1940.0,2,5,B
5991,55,3.0,52.4532935032769,31.178348473946485,8.0,3,14.0,1990,0.041365446,B,B,31,5569,0,1213.0677966101696,1,4,B
8954,22,2.0,63.57689992102964,35.35612880818179,1.0,12,17.0,1977,0.118537385,B,B,30,6207,1,1183.0,1,0,B
1476,12,1.0,41.83742401125364,21.046614333888645,8.0,14,16.0,1981,0.090799103,B,B,74,19083,2,1213.0677966101696,5,15,B
862,9,2.0,58.54251794753017,34.57981780836462,12.0,8,14.0,2004,0.13012277,B,B,8,1986,0,1213.0677966101696,0,0,B
13273,62,3.0,89.36025260907614,52.702849856215686,11.0,13,0.0,1977,0.072157581,B,B,2,629,1,1213.0677966101696,0,0,A
4216,37,1.0,37.18076587542821,22.41201669227402,7.0,16,17.0,2003,0.178916796,B,B,18,3594,4,192.0,1,5,B
13277,32,2.0,41.43983211014564,27.04813003653353,6.0,12,14.0,1970,0.135649789,B,B,46,7960,6,350.0,3,11,B
193,31,1.0,37.672993658950574,20.50293596531191,9.0,8,14.0,1975,0.0,B,B,23,3684,2,1213.0677966101696,0,4,B
6085,67,2.0,50.44753674096022,33.814943529287184,6.0,5,12.0,1978,0.0077202819999999,B,B,38,4788,2,1213.0677966101696,0,4,B
15020,61,2.0,41.66545771486654,24.84290619459302,6.0,5,14.0,1980,0.300322518,B,B,52,10311,6,1213.0677966101696,1,9,B
6910,3,1.0,38.78799930878896,19.878572122602154,8.0,8,16.0,1984,0.050900058,B,B,43,10621,1,30.0,2,3,B
6180,75,2.0,45.97285199689183,33.43978310412859,5.0,6,5.0,1962,0.122090347,B,B,29,6566,7,1894.0,4,0,B
11761,6,3.0,81.70956719688513,35.35612880818179,1.0,9,17.0,1977,0.243204519,B,B,5,1564,0,540.0,0,0,B
4343,6,2.0,55.31578419950132,31.07278999500863,9.0,4,17.0,2016,0.243204519,B,B,5,1564,0,540.0,0,0,B
5663,26,2.0,47.94882534998551,30.938013948693328,5.0,6,5.0,1966,0.0,B,B,36,6714,2,2672.0,0,2,B
16629,151,1.0,32.11344868416979,22.077257160114712,6.0,8,9.0,1976,0.236108458,B,B,16,3893,27,1213.0677966101696,3,10,B
4884,29,1.0,39.68887710532403,18.944480450824138,8.0,2,14.0,1977,0.069660344,B,B,31,6119,4,1213.0677966101696,1,2,B
5254,186,2.0,88.61812211606234,25.45781075972464,30.0,5,19.0,1985,0.007658515,B,B,35,7077,56,2301.0,3,19,B
13786,27,2.0,63.514513622638646,34.66605000422544,1.0,6,1.0,2015,0.017647053,B,B,2,469,0,1213.0677966101696,0,0,B
8320,53,1.0,41.90819316359831,28.98595516263344,8.0,20,24.0,2019,0.049637257,B,B,34,7759,0,229.0,1,3,B
14150,2,2.0,48.10615813281211,31.709410875628773,5.0,6,12.0,1971,0.130617806,B,B,39,10418,9,900.0,1,9,B
14227,129,3.0,82.57931237790855,50.49894172769309,8.0,11,10.0,1963,0.020741326,B,B,24,5613,5,1340.0,2,5,B
6068,57,2.0,55.62042545175433,32.64952237937902,8.0,9,16.0,1980,0.133215333,B,B,49,11395,3,1406.0,3,4,A
9534,41,2.0,53.41007943012504,31.877028872465488,8.0,6,17.0,1984,0.175054867,B,B,36,10055,3,1213.0677966101696,1,0,B
3382,3,2.0,47.193251589009726,28.03635554949861,6.0,5,5.0,1968,0.050900058,B,B,43,10621,1,30.0,2,3,B
5505,6,1.0,39.2173804333066,35.35612880818179,1.0,12,17.0,1977,0.243204519,B,B,5,1564,0,540.0,0,0,B
8133,1,1.0,49.620649680846405,35.35612880818179,1.0,10,24.0,1977,0.007122317,B,B,1,264,0,1213.0677966101696,0,1,B
2882,170,2.0,49.54985495264384,30.55279559526602,7.0,9,8.0,1961,0.21843974,B,B,21,4472,6,1450.0,4,7,A
3715,1,2.0,66.90331678346391,35.35612880818179,1.0,7,17.0,1977,0.007122317,B,B,1,264,0,1213.0677966101696,0,1,B
2873,6,3.0,77.93759822551998,35.35612880818179,0.0,12,0.0,1977,0.243204519,B,B,5,1564,0,540.0,0,0,B
10769,6,1.0,45.707637307709945,35.35612880818179,1.0,4,25.0,2017,0.243204519,B,B,5,1564,0,540.0,0,0,B
15546,44,1.0,37.79326669905629,19.93889338482564,7.0,14,17.0,2008,0.232205084,B,B,24,4860,1,80.0,0,3,B
8453,23,1.0,27.839145352008995,29.79901734206164,0.0,6,6.0,2018,0.034656082,B,B,0,168,0,1213.0677966101696,0,0,B
1318,161,2.0,63.05582280028228,39.44425864541748,10.0,18,20.0,2013,0.0006991189999999,B,B,14,3369,24,4129.0,0,3,B
